,index,IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,Unnamed: 0.1,alloy_names,structure,phase_1,phase_2,phase_3,phase_4,phase_5,vol_phase1,vol_phase2,vol_phase3,vol_phase4,vol_phase5,alloy,density_kgm3,solidus,liquidus,Ac_Al,entropy_jmol,enthalpy_jmol,gibbs_jmol,Al,Co,Fe,Ni,Si,Cr,Mn,Nb,Mo,Ti,Cu,C,V,Zr,B,Sn,Ta,Hf,W,Zn,Re,Y,Phase_Weight_Min,Phase_BCC,Phase_BCC+BCC,Phase_BCC+Sec.,Phase_FCC,Phase_FCC+BCC,Phase_FCC+Sec.,Phase_No Data,Phase_Other,Density,Modulus,Cost,Tm,Misfit,Rbar,delta,shear,bulk,pugh,VEC,SMIX,ModulusMX,DensityMX,TmMX,R_MX,shearMX,bulkMX,VECMX
239,941,155,Al1 Co0.278 Cr0.861 Cu0.167 Fe0.25 Ni0.222,No Data,,,,,790.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,941,Al1 Co0.278 Cr0.861 Cu0.167 Fe0.25 Ni0.222,SS+IM,BCC_B2#1,BCC_B2#3,,,,0.4232094351666025,0.5767905648333975,,,,Al1 Co0.278 Cr0.861 Cu0.167 Fe0.25 Ni0.222,1127.01,1414.11,5801.207292337585,5.6608627050418273e-05,71.6380936034506,-1451.3903799067498,-92646.68353709934,0.3599712023038157,0.10007199424046076,0.08999280057595392,0.07991360691144707,,0.3099352051835853,,,,,0.060115190784737225,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,6.042380945586668,175.37113030957522,7.867170626349893,1571.235615550756,2.0716547726376278,131.57915406767458,0.06630603754811469,68.84557235421167,133.05975521958246,1.9327278526349911,6.020518358531318,1.5488465334599997,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
240,942,155,Al1 Co0.395 Cr0.349 Fe0.326 Ni0.256,No Data,,,,,806.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,942,Al1 Co0.395 Cr0.349 Fe0.326 Ni0.256,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.1778982809429263,0.8221017190570736,,,,Al1 Co0.395 Cr0.349 Fe0.326 Ni0.256,1366.93,1497.44,5714.4106518401295,6.157879389267053e-05,69.95483856297976,-13491.001070632916,-102543.51056130618,0.4299226139294928,0.16981943250214965,0.14015477214101466,0.11006018916595016,,0.15004299226139298,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.823846749527974,159.03353396388653,8.531246775580398,1472.5941530524508,2.3883503534385317,132.64671109200347,0.06892819099837284,61.026655202063644,130.88564058469478,2.144729055710542,5.9402407566638,1.4668970660626846,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
241,943,155,Al1 Co0.255 Cr0.255 Cu0.106 Fe0.277 Ni0.234,No Data,,,,,811.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,943,Al1 Co0.255 Cr0.255 Cu0.106 Fe0.277 Ni0.234,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.16570662180705747,0.8342933781929425,,,,Al1 Co0.255 Cr0.255 Cu0.106 Fe0.277 Ni0.234,1219.65,1437.27,5460.178610103847,0.00018428940914736085,71.01729646023163,-11991.792762533447,-102396.81115640832,0.4701457451810062,0.11988716502115655,0.1302303714151387,0.11001410437235544,,0.11988716502115655,,,,,0.049835448989186654,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.641146849384634,147.37517630465445,7.288603667136813,1405.7201316408086,2.3924660871518038,133.52357780912084,0.06826333896331463,56.434414668547255,125.41137752703341,2.222249991669166,5.898918664786085,1.5211785715724004,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
242,944,155,Al1 Co0.442 Cr0.442 Fe0.256 Ni0.186,No Data,,,,,855.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,944,Al1 Co0.442 Cr0.442 Fe0.256 Ni0.186,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.2316571155994426,0.7683428844005573,,,,Al1 Co0.442 Cr0.442 Fe0.256 Ni0.186,1349.66,1475.7,5669.9606358665915,9.385755905578128e-05,69.60850137081907,-11472.336019298018,-100083.9582643507,0.4299226139294928,0.1900257953568358,0.11006018916595016,0.07996560619088565,,0.1900257953568358,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.784809060971515,162.04299226139298,9.030128976784178,1488.9767841788482,2.3571669789859158,132.68395528804814,0.06866159547890026,62.385210662080844,130.38693035253658,2.090029495272487,5.820292347377473,1.4389098378781602,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
243,945,155,Al1 Co0.256 Cr0.795 Cu0.128 Fe0.205 Ni0.179,No Data,,,,,802.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,945,Al1 Co0.256 Cr0.795 Cu0.128 Fe0.205 Ni0.179,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.4498209475939162,0.5501790524060837,,,,Al1 Co0.256 Cr0.795 Cu0.128 Fe0.205 Ni0.179,1129.69,1399.21,5618.59122932448,0.00012050665112271917,71.36397289432915,-1366.6480145562725,-92212.98550903726,0.390167772142021,0.0998829496683574,0.0799843932891143,0.06984003121342176,,0.31018337885290675,,,,,0.0499414748341787,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.864477656935398,172.0655481857198,7.710456496293405,1550.28106125634,2.1286778846421712,132.11223566133435,0.06714901181128337,67.57042528287164,130.42138119391336,1.9301548073425217,5.8181818181818175,1.4980083792436345,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
244,946,155,Al1 Co0.277 Cr0.277 Cu0.106 Fe0.255 Ni0.213,No Data,,,,,799.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,946,Al1 Co0.277 Cr0.277 Cu0.106 Fe0.255 Ni0.213,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.1808318518933275,0.8191681481066726,,,,Al1 Co0.277 Cr0.277 Cu0.106 Fe0.255 Ni0.213,1198.08,1434.07,5460.135139795713,0.00020525504021713504,70.99063151018291,-11330.737119322152,-101701.811031785,0.4699248120300751,0.1301691729323308,0.11983082706766915,0.10009398496240599,,0.1301691729323308,,,,,0.04981203007518795,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.634855209079845,148.19595864661648,7.527678571428571,1410.0999624060144,2.3864462553529022,133.53281954887214,0.06815983045993401,56.774436090225564,125.33364661654132,2.2075718447887698,5.869830827067668,1.5197221753218226,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
245,947,155,Al1 Co0.465 Cr0.512 Fe0.186 Ni0.163,No Data,,,,,857.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,947,Al1 Co0.465 Cr0.512 Fe0.186 Ni0.163,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.27226138315141624,0.7277386168485838,,,,Al1 Co0.465 Cr0.512 Fe0.186 Ni0.163,1348.7,1467.16,5636.633982971968,0.00012164494431051316,69.09732196205546,-10725.794878514076,-98686.68573621068,0.4299226139294927,0.1999140154772141,0.07996560619088564,0.07007738607050731,,0.22012037833190026,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.763478529340327,164.17841788478074,9.433998280309542,1500.4772141014614,2.345415212976196,132.71277300085984,0.06845273833763693,63.36844368013757,130.0859845227859,2.0528511821974966,5.750214961306965,1.4062066896380925,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
246,948,155,Al1 Co0.298 Cr0.404 Cu0.106 Fe0.213 Ni0.106,No Data,,,,,855.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,948,Al1 Co0.465 Cr0.512 Fe0.186 Ni0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.5505127688691696,152.76022566995772,7.637207334273626,1435.6947437705692,2.3009413271814307,133.57044663845792,0.06789607890588853,58.96567936060182,124.31123648330984,2.1081964598947533,5.658674188998591,1.4750371297724432,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
247,949,155,Al1 Co0.465 Cr0.442 Fe0.209 Ni0.209,No Data,,,,,816.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,949,Al1 Co0.465 Cr0.442 Fe0.209 Ni0.209,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.2281734589219669,0.7718265410780332,,,,Al1 Co0.465 Cr0.442 Fe0.209 Ni0.209,1361.8,1491.77,5690.560187347761,8.66939661340583e-05,68.82779624907289,-13408.088260019009,-101025.87288508877,0.4301075268817204,0.2,0.08989247311827955,0.08989247311827955,,0.1901075268817204,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.8035879520719735,161.89333333333332,9.445858064516127,1487.5918279569892,2.3828243012787604,132.7019827956989,0.06855700783239636,62.24817204301074,130.56774193548387,2.097535359677185,5.849032258064514,1.4335151641376325,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
248,950,155,Al1 Co0.304 Cr0.5 Cu0.109 Fe0.152 Ni0.109,No Data,,,,,811.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,950,Al1 Co0.304 Cr0.5 Cu0.109 Fe0.152 Ni0.109,SS+IM,BCC_B2#1,BCC_B2#2,BCC_B2#3,,,0.33991979628688,0.4429046406984507,0.21717556301466934,,,Al1 Co0.304 Cr0.5 Cu0.109 Fe0.152 Ni0.109,1065.88,1366.65,5364.716943858654,0.00032385286467291515,71.47000239936379,-3466.3290596772795,-94447.6421140674,0.4599816007359706,0.13983440662373506,0.06991720331186753,0.05013799448022079,,0.2299908003679853,,,,,0.05013799448022079,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.576082483147868,156.88960441582338,7.970726770929162,1459.2440570377184,2.278088063583252,133.40945262189507,0.0677118958498088,60.84636614535418,124.85740570377186,2.0520108859993957,5.630634774609017,1.456458645916982,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
249,951,155,Al1 Co0.318 Cr0.5 Cu0.114 Fe0.205 Ni0.136,No Data,,,,,790.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,951,Al1 Co0.318 Cr0.5 Cu0.114 Fe0.205 Ni0.136,SS+IM,BCC_B2#1,BCC_B2#2,BCC_B2#3,,,0.3246793157438593,0.0776986168506793,0.5976220674054615,,,Al1 Co0.318 Cr0.5 Cu0.114 Fe0.205 Ni0.136,1109.15,1380.78,5506.015545474941,0.0002012213422059228,71.23601162373893,-5288.536966965573,-95971.97976398523,0.43994720633523976,0.13990321161460625,0.09018917729872414,0.059832820061592615,,0.21997360316761988,,,,,0.05015398152221733,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.696772441628343,158.92520897492295,7.981918169819621,1472.3166212054557,2.272851467590717,133.02456665200177,0.06779464873433715,61.57853057633084,126.93796744390673,2.0613997485139457,5.770347558293005,1.5050738611522452,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
250,952,155,Al1 Co0.442 Cr0.558 Fe0.186 Ni0.14,No Data,,,,,855.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,952,Al1 Co0.442 Cr0.558 Fe0.186 Ni0.14,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.30742956538889177,0.6925704346111083,,,,Al1 Co0.442 Cr0.558 Fe0.186 Ni0.14,1335.82,1446.48,5589.0020427172485,0.00015038059251759375,69.54513366120435,-8459.995847818738,-96990.95099853187,0.4299226139294927,0.19002579535683567,0.07996560619088564,0.06018916595012898,,0.2398968185726569,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.7302581121154645,165.6517626827171,9.196680997420462,1509.0206362854685,2.313848327737809,132.7140584694755,0.06844318672132342,64.14961306964746,129.69045571797074,2.0216872637589467,5.680997420464318,1.3920921910557338,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
251,953,155,Al1 Co0.419 Cr0.558 Fe0.233 Ni0.116,No Data,,,,,856.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,953,Al1 Co0.419 Cr0.558 Fe0.233 Ni0.116,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.3139734634931372,0.6860265365068627,,,,Al1 Co0.419 Cr0.558 Fe0.233 Ni0.116,1321.4,1428.76,5568.849580226741,0.00015841009943460546,70.34336271916527,-6436.770745602993,-95983.87148710039,0.4299226139294927,0.18013757523645746,0.1001719690455718,0.04987102321582115,,0.2398968185726569,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.710144806760372,165.78503869303526,8.778993981083406,1510.3022355975925,2.2875588673849543,132.6995184866724,0.06854931075884106,64.28073946689597,129.48839208942385,2.0144197649765574,5.650472914875323,1.3941564434451486,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
252,954,155,Al1 Co0.298 Cr0.426 Cu0.106 Fe0.191 Ni0.106,No Data,,,,,859.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,954,Al1 Co0.419 Cr0.558 Fe0.233 Ni0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.5434259391279745,153.46356370474848,7.7284344146685475,1439.5113869299485,2.2973424184854148,133.57861777150916,0.06783079039757375,59.307005171603215,124.20780441937002,2.09431928083332,5.6379877762106245,1.4675860041141235,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
253,955,155,Al1 Co0.558 Cr0.512 Fe0.116 Ni0.14,No Data,,,,,875.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,955,Al1 Co0.558 Cr0.512 Fe0.116 Ni0.14,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.25320214458094353,0.7467978554190566,,,,Al1 Co0.558 Cr0.512 Fe0.116 Ni0.14,1366.54,1486.0,5684.502170381967,0.00011075376670789895,67.9887395820856,-12594.175353716582,-99143.84084171156,0.4299226139294926,0.2398968185726569,0.049871023215821146,0.06018916595012898,,0.2201203783319002,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.7916193081929785,164.20722269991396,10.409664660361132,1499.578675838349,2.3774131049876197,132.74730868443675,0.06820297959267553,63.14789337919174,130.3869303525365,2.064786699527512,5.770421324161648,1.3572294133259108,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
254,956,155,Al1 Co0.581 Cr0.512 Fe0.116 Ni0.116,No Data,,,,,865.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,956,Al1 Co0.581 Cr0.512 Fe0.116 Ni0.116,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.2473195168895364,0.7526804831104635,,,,Al1 Co0.581 Cr0.512 Fe0.116 Ni0.116,1366.3,1483.05,5689.8152045087645,0.00011165485575445288,68.09258201591977,-12045.791752995201,-98727.64865926107,0.4301075268817204,0.2498924731182796,0.049892473118279566,0.049892473118279566,,0.2202150537634409,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.789568167609054,164.28086021505374,10.546615053763439,1499.876129032258,2.374711000929587,132.75586236559138,0.06816813844465898,63.13247311827957,130.36559139784944,2.064953025895369,5.758709677419354,1.3417847369160796,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
255,957,155,Al1 Co0.558 Cr0.535 Fe0.116 Ni0.116,No Data,,,,,868.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,957,Al1 Co0.558 Cr0.535 Fe0.116 Ni0.116,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.26576396873804803,0.734236031261952,,,,Al1 Co0.558 Cr0.535 Fe0.116 Ni0.116,1358.31,1474.57,5662.900588437457,0.00012547141812971091,68.2699294223898,-11169.18518348276,-98076.80533818496,0.4301075268817204,0.24,0.049892473118279566,0.049892473118279566,,0.23010752688172045,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.773306317112804,164.97333333333333,10.358658064516131,1503.951827956989,2.3603595029991906,132.7539827956989,0.0681812272708615,63.52817204301075,130.16774193548386,2.0489766626270285,5.7290322580645165,1.3426180217130916,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
256,958,155,Al1 Co0.535 Cr0.488 Fe0.186 Ni0.116,No Data,,,,,863.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,958,Al1 Co0.535 Cr0.488 Fe0.186 Ni0.116,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.240420256570144,0.7595797434298561,,,,Al1 Co0.535 Cr0.488 Fe0.186 Ni0.116,1351.97,1471.1,5679.031271653083,0.00010961294098562024,69.0989556776288,-10654.085282800635,-98617.05586042207,0.4301075268817204,0.23010752688172045,0.07999999999999999,0.049892473118279566,,0.20989247311827955,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.77767316808609,163.61849462365592,9.905152688172043,1496.9178494623654,2.355148206840097,132.72831827956986,0.06836915356026778,62.93032258064516,130.27096774193544,2.070082631071743,5.759569892473117,1.3802721996959384,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
257,959,155,Al1 Co0.255 Cr0.426 Cu0.106 Fe0.234 Ni0.106,No Data,,,,,843.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,959,Al1 Co0.535 Cr0.488 Fe0.186 Ni0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.524044737552612,153.50399623883405,7.1660178655383175,1440.380686412788,2.2714004712067237,133.55880582980726,0.0679873624267548,59.44851904090269,124.00564174894218,2.085933236850221,5.617771509167843,1.4729225056310091,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
258,960,155,Al1 Co0.349 Cr0.395 Cu0.116 Fe0.326 Ni0.14,No Data,,,,,794.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,960,Al1 Co0.349 Cr0.395 Cu0.116 Fe0.326 Ni0.14,SS+IM,BCC_B2#1,BCC_B2#3,,,,0.2319641196856833,0.7680358803143167,,,,Al1 Co0.349 Cr0.395 Cu0.116 Fe0.326 Ni0.14,1173.33,1403.42,5643.697394115688,9.874423408219842e-05,71.6044227494029,-7117.277174974676,-98269.70733496461,0.4299226139294927,0.15004299226139292,0.14015477214101466,0.06018916595012898,,0.16981943250214962,,,,,0.04987102321582115,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.7928390084995005,156.92691315563195,7.80639724849527,1462.2708168529666,2.286630528719792,132.80303955288048,0.06800488315227528,60.421324161650894,128.49527085124674,2.1266543332858974,5.930782459157351,1.5427006019410712,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
259,961,155,Al1 Co0.238 Cr0.714 Cu0.119 Fe0.167 Ni0.143,No Data,,,,,783.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,961,Al1 Co0.349 Cr0.395 Cu0.116 Fe0.326 Ni0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.707123748616848,167.26375472490557,7.5409743805123925,1521.0927257454855,2.1714789325616257,132.66784964300714,0.06755471732294635,65.61696766064681,127.62284754304916,1.9449671646376587,5.6703065938681245,1.4607552337579892,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
260,962,155,Al1 Co0.234 Cr0.468 Cu0.106 Fe0.213 Ni0.106,No Data,,,,,797.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,962,Al1 Co0.349 Cr0.395 Cu0.116 Fe0.326 Ni0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.5010500973407535,154.86647860836862,7.065510108133522,1448.0915467795019,2.2517265833931788,133.5647296661965,0.06793938633922221,60.16925246826518,123.70944992947815,2.0560243788091888,5.5684062059238375,1.4601227744324123,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
261,963,155,Al1 Co0.277 Cr0.426 Cu0.106 Fe0.213 Ni0.106,No Data,,,,,805.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,963,Al1 Co0.349 Cr0.395 Cu0.116 Fe0.326 Ni0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.53506169181105,153.51033834586462,7.4503477443609025,1440.1103007518798,2.284432848009356,133.56450187969924,0.06791093932276067,59.386748120300744,124.13063909774435,2.0902077151335314,5.62922932330827,1.4714887861031483,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
262,964,155,Al0.853 Co0.647 Cr1 Fe0.147 Ni0.294,No Data,,,,,699.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,964,Al0.853 Co0.647 Cr1 Fe0.147 Ni0.294,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.3597213037260953,0.6402786962739047,,,,Al0.853 Co0.647 Cr1 Fe0.147 Ni0.294,1428.99,1441.43,6369.04885231354,5.117796017345809e-06,68.73532046231966,-6076.99106177668,-93577.05401030961,0.29003740224413466,0.21999319959197552,0.0499829989799388,0.0999659979598776,,0.34002040122407345,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,6.455804529004331,191.68650119007145,11.208588915334921,1664.1506154369265,1.9651805043562731,130.17640598435906,0.06382014204604683,74.8388303298198,142.53587215232915,1.9045710832754053,6.289697381842911,1.4388608489964745,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
263,965,155,Al1 Co0.149 Cr0.34 Cu0.191 Fe0.34 Ni0.106,No Data,,,,,749.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,965,Al1 Co0.149 Cr0.34 Cu0.191 Fe0.34 Ni0.106,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.28850913169314546,0.7114908683068545,,,,Al1 Co0.149 Cr0.34 Cu0.191 Fe0.34 Ni0.106,1152.43,1292.65,5301.106261051978,0.00029000561681091514,72.98831408398169,-1739.5583821611983,-94653.68221106988,0.4703668861712136,0.07008466603951083,0.15992474129821266,0.04985888993414864,,0.15992474129821266,,,,,0.08984007525870179,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.545262151246545,147.58748824082784,5.698118532455315,1409.2969990592665,2.219291705878657,133.629557855127,0.06762437254376072,57.092662276575744,122.69049858889936,2.1489714036200662,5.767638758231421,1.4933545357242184,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
264,966,155,Al1 Co0.326 Cr0.488 Cu0.116 Fe0.279 Ni0.116,No Data,,,,,828.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,966,Al1 Co0.326 Cr0.488 Cu0.116 Fe0.279 Ni0.116,SS+IM,BCC_B2#1,BCC_B2#3,,,,0.306036912096228,0.693963087903772,,,,Al1 Co0.326 Cr0.488 Cu0.116 Fe0.279 Ni0.116,1137.12,1374.71,5571.279454793853,0.0001481596119216047,71.63729659025962,-4573.314743114114,-95767.59330251462,0.4301075268817204,0.14021505376344084,0.12,0.049892473118279566,,0.20989247311827955,,,,,0.049892473118279566,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.744413991967247,159.75698924731182,7.744610752688173,1478.1629763440858,2.2479491273627006,132.82382795698922,0.06787711597295437,61.863225806451595,127.87526881720429,2.06706435285611,5.8193548387096765,1.5196048858370022,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
265,967,155,Al1 Co0.383 Cr0.319 Cu0.106 Fe0.213 Ni0.106,No Data,,,,,849.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,967,Al1 Co0.383 Cr0.319 Cu0.106 Fe0.213 Ni0.106,SS+IM,BCC_B2#1,BCC_B2#2,BCC_B2#3,,,0.1837690317054196,0.15584064011076024,0.6603903281838203,,,Al1 Co0.383 Cr0.319 Cu0.106 Fe0.213 Ni0.106,1102.09,1423.81,5481.179385665811,0.0002510963709851477,70.9776244072134,-8573.933573720427,-98928.44944410313,0.4701457451810062,0.18006582040432534,0.10014104372355433,0.049835448989186654,,0.14997649271274094,,,,,0.049835448989186654,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.616205379492851,149.96285848613073,8.396492712740951,1419.2302397743304,2.3654267563104407,133.5780394922426,0.06783848801605158,57.36718382698637,125.11048425011757,2.180871988198656,5.778561354019747,1.4774405651416782,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
266,968,155,Al1 Co0.426 Cr0.383 Cu0.106 Fe0.106 Ni0.106,No Data,,,,,883.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,968,Al1 Co0.426 Cr0.383 Cu0.106 Fe0.106 Ni0.106,SS+IM,BCC_B2#1,BCC_B2#2,BCC_B2#3,,,0.21012203742486252,0.14994919385593086,0.6399287687192067,,,Al1 Co0.426 Cr0.383 Cu0.106 Fe0.106 Ni0.106,1020.09,1435.77,5455.141742925206,0.00029432388414071906,70.250491040667,-8630.52571698549,-98059.4008117546,0.4701457451810062,0.20028208744710865,0.049835448989186654,0.049835448989186654,,0.18006582040432534,,,,,0.049835448989186654,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.614970349093825,151.96850023507287,9.224297132110957,1429.4639022096853,2.3805987735539813,133.62162200282089,0.06749013632254028,58.21861777150918,125.01175364362958,2.1472813754229554,5.738598965679362,1.4339687680555668,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
267,969,155,Al1 Co0.419 Cr0.465 Fe0.279 Ni0.163,No Data,,,,,864.0,,,,,,,,,,,10.1016/j.actamat.2019.03.010,2019,969,Al1 Co0.419 Cr0.465 Fe0.279 Ni0.163,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.2506640988399098,0.7493359011600903,,,,Al1 Co0.419 Cr0.465 Fe0.279 Ni0.163,1336.98,1457.33,5635.449766548412,0.00011005361828960833,70.1591083828514,-9459.148088906211,-98771.69306027604,0.4299226139294927,0.18013757523645746,0.11994840928632848,0.07007738607050731,,0.1999140154772141,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,5.758363731641772,162.84393809114357,8.705597592433362,1493.871453138435,2.328761819397014,132.67742906276868,0.06870890090565844,62.84006878761823,130.0902837489252,2.070180479728528,5.770851246775581,1.4341667441330823,209.0,6.2092815083459785,1246.6799999999996,19.049999999999983,89.0,104.0,7.0
